Id,SalePrice
1744,313424.882119729
1745,233072.702281471
1746,262283.586368385
1747,220112.905940447
1748,237912.152174952
1749,152508.571354494
1750,144326.332576333
1751,237032.190697589
1752,133002.193552826
1753,147832.719773603
1754,216969.907684727
1755,169762.772363502
1756,128863.987098348
1757,127257.653602867
1758,153938.841504053
1759,163265.578320388
1760,148743.984017566
1761,142112.996739939
1762,188604.339483265
1763,161465.553813283
1764,124653.003839262
1765,170505.586442838
1766,177909.998871312
1767,222123.817099209
1768,152534.388966536
1769,173248.079219609
1770,150299.0605252
1771,127783.002644944
1772,125567.237726084
1773,132311.800589203
1774,156328.660792408
1775,141959.854014997
1776,133233.180886938
1777,123799.943353701
1778,150361.255630756
1779,126777.951754588
1780,175997.853302583
1781,139474.878251875
1782,101307.464976528
1783,116019.309861852
1784,116756.611811037
1785,120188.941034945
1786,157517.785393937
1787,158422.170289234
1788,76967.4909078225
1789,107202.002829444
1790,103399.728715055
1791,183446.669118245
1792,147107.544455852
1793,125381.025104532
1794,149424.260442619
1795,129845.947526295
1796,139569.929223991
1797,118389.643461124
1798,130419.899145322
1799,127742.647413079
1800,130295.555159932
1801,128791.191805258
1802,136449.260481001
1803,147297.737119213
1804,137615.098581521
1805,146557.813498236
1806,114411.023987512
1807,124633.227108639
1808,124568.658449507
1809,123916.606392819
1810,136578.700544855
1811,101435.582000911
1812,105102.979304231
1813,118602.720584401
1814,105472.350054214
1815,77837.6116258513
1816,99193.4731029134
1817,116556.18777549
1818,155498.359692961
1819,114733.224387803
1820,76637.4342666364
1821,106477.872782132
1822,146197.740604875
1823,70592.4115228074
1824,133838.661168337
1825,129998.193134578
1826,110680.039765297
1827,113667.816135689
1828,129736.051966518
1829,128410.316040822
1830,133374.987321492
1831,167620.144507703
1832,97438.0879276545
1833,143517.891146297
1834,92198.4738959329
1835,142680.56426514
1836,126548.032127407
1837,106613.754991987
1838,114596.364800421
1839,110230.832682461
1840,166447.97464681
1841,137933.633370533
1842,89402.9923507631
1843,139028.440032077
1844,139705.037345456
1845,146513.87204636
1846,151733.665300184
1847,208913.301705598
1848,93522.2234413991
1849,115764.171530547
1850,117941.431213265
1851,134613.587656285
1852,122485.862035391
1853,128400.279716508
1854,178457.391432808
1855,152736.532876399
1856,208503.761322816
1857,189407.407668072
1858,153761.999280124
1859,134376.678174802
1860,144414.396714349
1861,134376.678174802
1862,344707.096077896
1863,341479.471179853
1864,341479.471179853
1865,332257.679864459
1866,333710.062795503
1867,250959.396902145
1868,305916.017895303
1869,189637.086674485
1870,252970.354711809
1871,263281.034548004
1872,160975.859814234
1873,226935.077604415
1874,156084.107045457
1875,198131.848360951
1876,175199.694692152
1877,212926.296027105
1878,203865.434160333
1879,149139.936165315
1880,148354.468318875
1881,231633.201811303
1882,254813.977605726
1883,189363.407434878
1884,198635.918530336
1885,264085.962139545
1886,307714.626275866
1887,206572.163311703
1888,294843.25290765
1889,158218.861057349
1890,125992.37842632
1891,125254.082290204
1892,102490.03757909
1893,130070.32071681
1894,137085.117118487
1895,136862.191724232
1896,128394.957240615
1897,106737.052269333
1898,110429.742224372
1899,157330.54815777
1900,176299.851490375
1901,183398.236694466
1902,160331.218169349
1903,214191.077905564
1904,152128.077343287
1905,193790.955211064
1906,164799.779499143
1907,212442.841308369
1908,120093.085381347
1909,140417.453744074
1910,129367.630185632
1911,205020.370285647
1912,265005.936936044
1913,123999.342352791
1914,89153.7064389791
1915,314752.023511296
1916,96237.928597862
1917,259614.459764926
1918,143310.432377655
1919,158361.346675813
1920,142723.409094468
1921,447882.999191876
1922,346006.800410769
1923,209269.657804828
1924,212046.46085519
1925,214673.643995657
1926,390606.896995786
1927,140070.93655548
1928,143316.606899653
1929,128756.94082022
1930,137101.018638969
1931,137564.672104772
1932,130202.591493973
1933,166327.775778081
1934,173781.445821137
1935,166205.126514524
1936,180756.569005937
1937,174605.534896428
1938,170281.222127325
1939,275533.184322983
1940,237131.40004326
1941,161092.686606563
1942,179414.891279393
1943,246693.953783456
1944,357122.86490413
1945,393013.980830102
1946,160866.0789424
1947,318348.361947099
1948,169286.011135276
1949,222324.342649754
1950,182667.973453089
1951,272749.028478904
1952,216247.485248621
1953,165453.620248343
1954,208808.708515473
1955,137143.985224388
1956,375294.389864111
1957,156891.080597084
1958,290969.151711175
1959,135396.30732992
1960,124764.092931226
1961,118502.774937332
1962,108091.710905956
1963,113849.817955945
1964,106648.390923982
1965,131604.85070462
1966,155964.899499481
1967,287647.228658352
1968,398182.06817058
1969,413319.655957724
1970,422005.76928648
1971,408906.030848957
1972,360584.834868799
1973,286896.51731273
1974,316605.125468634
1975,460567.115848875
1976,285817.329388108
1977,300453.518207293
1978,356474.274694585
1979,347414.855211343
1980,196629.117100397
1981,355695.642232813
1982,239133.885842859
1983,230213.493226853
1984,196285.373198598
1985,204668.096781452
1986,203819.829872555
1987,177495.613535448
1988,174226.638226173
1989,193974.372447991
1990,209299.747205054
1991,220069.782693233
1992,210197.625518158
1993,181972.23638912
1994,239226.362257697
1995,188864.908456429
1996,271772.494768784
1997,348737.570183788
1998,353126.062885364
1999,252943.783413906
2000,311688.945783272
2001,259246.98292612
2002,240457.997336412
2003,278263.051221313
2004,265249.623093725
2005,242266.879111423
2006,227635.020725906
2007,254892.196219124
2008,202239.220391181
2009,172052.836389476
2010,192458.10763501
2011,145068.462646049
2012,175521.71078834
2013,171632.730982078
2014,175257.307929263
2015,201619.736399332
2016,176225.30805919
2017,193758.765678319
2018,126453.47713897
2019,135698.719135711
2020,110069.163533358
2021,120685.56236109
2022,208165.588643332
2023,126716.169642361
2024,291900.864689951
2025,374731.148633233
2026,181503.262361923
2027,160199.863901666
2028,164065.815490753
2029,159035.770046445
2030,279915.964433787
2031,264511.702656821
2032,279691.677672902
2033,287201.180114558
2034,175078.177381958
2035,199749.094454338
2036,216865.203145063
2037,214801.733664497
2038,316402.439376542
2039,243918.075669994
2040,366539.589117081
2041,317534.240228624
2042,202044.169929181
2043,176276.931569874
2044,180965.735685976
2045,206618.585921843
2046,156372.279335923
2047,134848.058399961
2048,140342.256258104
2049,147301.873719581
2050,192031.970636536
2051,125609.390938782
2052,129396.667879727
2053,145237.142192124
2054,98589.3964877881
2055,153895.379280087
2056,138349.320900967
2057,132780.658263316
2058,201003.943859194
2059,140522.989679805
2060,159237.787334075
2061,165927.702096435
2062,138840.663712308
2063,123141.085792994
2064,137076.399595841
2065,128058.361259981
2066,169211.551485231
2067,140348.241852727
2068,158924.327746404
2069,98541.5659832664
2070,112821.005960494
2071,111584.550465149
2072,119834.45628763
2073,137819.924175516
2074,151888.093023141
2075,156997.46307341
2076,123052.467062823
2077,145908.27347316
2078,130852.62935674
2079,133255.818146237
2080,121364.946051266
2081,128710.522769489
2082,141512.624202956
2083,136292.737242822
2084,120690.244013497
2085,120910.489423625
2086,116037.736459703
2087,116694.612371297
2088,100237.662677623
2089,88222.7345589708
2090,128484.629809497
2091,128843.052655546
2092,123010.549875913
2093,120399.461269679
2094,131298.481569996
2095,138234.662802406
2096,97928.8509468786
2097,116990.187407135
2098,140527.945986666
2099,84286.7306591088
2100,110654.112759734
2101,116241.339027453
2102,129966.652250553
2103,109031.110246637
2104,153588.775117884
2105,136316.50934815
2106,81870.1314600115
2107,165653.76046304
2108,110231.975220542
2109,112108.235675771
2110,124988.7672456
2111,142045.354588555
2112,134233.591279823
2113,123446.818769882
2114,118162.334714398
2115,149332.122841326
2116,120302.373773035
2117,134770.22956732
2118,124322.672704626
2119,112099.257841626
2120,123437.975119239
2121,100661.84709134
2122,91638.8545490708
2123,110315.716357263
2124,181121.412839438
2125,135063.845958047
2126,134141.973555462
2127,155314.652814866
2128,131162.092337991
2129,106721.16290859
2130,129100.387166313
2131,145502.190128856
2132,108053.457271384
2133,122118.540179386
2134,103016.288258387
2135,102970.759527154
2136,81376.2487801611
2137,124392.674869265
2138,125237.616792714
2139,143967.125100501
2140,143180.049131031
2141,140218.164579061
2142,137808.356310115
2143,129260.613004994
2144,128039.565433083
2145,139952.424232988
2146,159332.857486703
2147,170340.425360771
2148,145606.888687367
2149,143663.979489899
2150,233711.329305905
2151,128045.471993574
2152,181005.320933169
2153,152943.051277651
2154,110635.933845117
2155,137077.074522425
2156,293971.299592307
2157,220937.168671403
2158,225068.781069487
2159,210981.655377148
2160,183142.636113232
2161,245804.222433605
2162,396285.329067867
2163,345961.258277959
2164,252427.102776679
2165,187681.040919995
2166,149233.746888062
2167,215270.458148405
2168,175512.676353064
2169,199671.75638616
2170,210019.89665006
2171,153591.017668424
2172,143649.603843477
2173,172980.305931914
2174,220483.191201064
2175,309386.920875845
2176,314662.649092784
2177,230993.95564465
2178,219551.386185781
2179,154625.189563165
2180,240507.673179093
2181,187361.274263828
2182,216775.781087789
2183,183277.211165267
2184,120472.28331002
2185,122456.09878798
2186,126585.086994204
2187,139910.868164639
2188,136454.824760369
2189,186065.971115481
2190,94022.334347967
2191,97737.9476590105
2192,101374.350100375
2193,123290.029776412
2194,119200.422365139
2195,115043.735549943
2196,105599.651718853
2197,114539.983916992
2198,149754.272775678
2199,138020.456165241
2200,160621.373045348
2201,164463.47313636
2202,221418.391246639
2203,160501.794128602
2204,187453.707786894
2205,134191.205914777
2206,164323.360090339
2207,225325.023309359
2208,239538.148837818
2209,227533.683731451
2210,125029.789651516
2211,121138.901380412
2212,118184.409058689
2213,114603.350777279
2214,121330.409914342
2215,119420.819169778
2216,152314.415018367
2217,90866.5622154259
2218,88040.7005371994
2219,90966.1579548112
2220,93772.735966573
2221,314752.023511296
2222,265181.876772128
2223,297424.219546544
2224,187857.960803053
2225,131853.146164879
2226,199066.521164578
2227,204406.091993472
2228,274992.181483837
2229,254560.197213008
2230,150525.498588327
2231,222458.554749212
2232,181059.687297451
2233,183128.426644557
2234,251216.253659184
2235,224716.646695859
2236,230121.815479494
2237,325555.924787443
2238,198398.031209928
2239,123242.725055368
2240,156521.348244217
2241,161300.627629133
2242,121494.617246972
2243,115367.871155934
2244,115880.045164311
2245,112556.569956534
2246,150219.326946204
2247,116293.136946573
2248,131653.130098486
2249,134806.595629741
2250,139258.222381237
2251,122131.898689599
2252,167361.262844337
2253,152525.721535237
2254,168459.292852305
2255,174273.582766422
2256,194268.451156605
2257,217224.021877474
2258,166252.261298675
2259,170532.255025997
2260,161156.146572822
2261,238017.482749164
2262,247082.382298593
2263,372065.794900042
2264,410838.473837932
2265,176181.745200312
2266,319133.444906608
2267,371417.30120654
2268,408529.2267656
2269,144025.316288105
2270,194242.009569154
2271,222836.655643303
2272,198751.174707606
2273,163105.131867332
2274,169136.990370329
2275,136633.335405268
2276,184155.409903759
2277,180162.798492981
2278,140106.38248606
2279,136053.730890959
2280,132149.02011298
2281,143592.46889035
2282,158963.369382864
2283,114574.375812502
2284,112550.835419334
2285,159409.562255567
2286,129242.168077262
2287,354523.573878262
2288,280756.806107978
2289,376217.471251836
2290,414186.170229566
2291,331947.251208909
2292,446686.12431779
2293,442117.514934206
2294,383500.261328719
2295,415995.121402046
2296,247832.999548015
2297,325954.447881995
2298,340643.77009402
2299,333285.922961122
2300,326289.540883869
2301,290361.053907484
2302,252064.956550581
2303,246897.399611113
2304,270807.062760262
2305,193124.328622997
2306,188307.889750277
2307,188315.916711922
2308,249603.946103669
2309,310683.01376616
2310,235029.932099573
2311,202481.892205039
2312,198661.979430748
2313,172137.991713712
2314,178664.764436577
2315,176954.430586431
2316,189178.160650227
2317,169861.613013334
2318,174838.384399148
2319,184672.629074556
2320,185500.713983805
2321,240530.891031021
2322,172291.634533343
2323,199622.130487068
2324,176648.246697873
2325,206408.097505403
2326,178225.289788317
2327,209299.747205054
2328,221095.893931723
2329,177694.613517982
2330,169411.608643462
2331,347210.231948804
2332,431962.036721984
2333,319175.086908601
2334,274703.518546762
2335,298588.764750069
2336,326856.994214887
2337,188001.223013104
2338,276066.152230232
2339,234120.259150841
2340,404525.646587563
2341,230187.411614298
2342,244571.147992877
2343,215313.712947272
2344,223190.756402049
2345,252836.237567864
2346,224615.021597924
2347,193894.966286009
2348,238863.373098716
2349,190184.706935692
2350,282887.526425186
2351,253589.230101623
2352,258220.375686634
2353,234329.606739395
2354,153563.204863363
2355,174446.334243723
2356,149980.763761907
2357,192798.930499344
2358,179553.4875267
2359,148326.470392247
2360,116134.158068084
2361,141447.201766389
2362,271150.793968104
2363,139642.077978622
2364,146952.463776316
2365,223913.182398102
2366,217464.391437237
2367,235630.150776453
2368,208060.151635266
2369,234475.259278215
2370,160161.86838981
2371,166233.880550468
2372,177045.91468759
2373,274633.658054559
2374,288842.984815131
2375,266979.825040083
2376,297572.170923855
2377,374265.853469058
2378,154615.774771475
2379,201940.758518276
2380,150276.335165418
2381,139677.949355784
2382,202452.559794106
2383,195155.03886601
2384,230118.029747082
2385,165019.554002424
2386,155490.461574186
2387,141836.240537688
2388,122889.269782734
2389,131596.19115093
2390,145904.687028584
2391,138719.810512197
2392,117705.691859469
2393,171662.740604585
2394,146236.415919161
2395,202825.506298579
2396,138920.039447331
2397,224681.106150785
2398,139726.802196723
2399,85447.1054393277
2400,92132.4894666453
2401,110502.6166274
2402,141482.296603465
2403,156469.107436345
2404,138183.006995583
2405,151843.142018952
2406,150105.656893444
2407,123882.825018524
2408,137536.913003063
2409,131193.875655246
2410,166044.874653833
2411,127621.93669447
2412,154495.733480098
2413,132875.023948801
2414,139020.295951564
2415,141009.793871957
2416,134556.956463222
2417,137081.374989342
2418,126435.424314554
2419,120680.273490216
2420,139991.958877419
2421,156323.131890722
2422,92413.5840562103
2423,142402.150791445
2424,145298.23180784
2425,281803.187679182
2426,121387.536166214
2427,132339.994020409
2428,179538.65924909
2429,117524.716416573
2430,137808.117763707
2431,124419.006264913
2432,143289.349061117
2433,146224.109324096
2434,135236.084959782
2435,144951.684691831
2436,119480.868190949
2437,111839.657776727
2438,132109.824425722
2439,116843.826619385
2440,119302.810830526
2441,102395.582412825
2442,108741.173369021
2443,121486.490319343
2444,110454.330354987
2445,95626.8211796985
2446,125937.676868239
2447,189269.374513156
2448,128289.358322125
2449,109694.417195377
2450,141415.999303162
2451,115836.010477737
2452,198805.972467071
2453,107569.025689953
2454,116748.687146494
2455,125885.919625554
2456,121372.432016595
2457,131300.936932045
2458,136355.191555315
2459,120204.930045993
2460,125475.842077602
2461,114461.309029857
2462,124646.290552214
2463,125818.937885723
2464,166665.781502189
2465,125643.708530155
2466,109382.418141249
2467,135653.998510365
2468,85443.1967819935
2469,85533.0874858094
2470,201690.284706833
2471,189221.062672529
2472,156051.686647976
2473,108646.929781546
2474,94677.0350384129
2475,209080.583822636
2476,110542.296818449
2477,130769.148673795
2478,147114.839585369
2479,116745.526702946
2480,145541.612930179
2481,128826.466052173
2482,129705.600407703
2483,125471.026791382
2484,120822.461687606
2485,120424.502012736
2486,139637.930214884
2487,167248.432921176
2488,167965.237693302
2489,144261.768982572
2490,145349.634508829
2491,110512.343847082
2492,188841.150910442
2493,138690.361220928
2494,152511.80667081
2495,107408.525953003
2496,245664.602010249
2497,137254.225709906
2498,111714.471314227
2499,94663.9358822216
2500,125939.915289906
2501,122627.214426755
2502,130242.001131878
2503,92928.763003133
2504,176285.396662249
2505,215483.485400549
2506,256044.23080401
2507,297774.891083357
2508,256044.23080401
2509,214789.349571133
2510,231931.023798705
2511,181691.096235779
2512,196789.633872916
2513,206099.772057017
2514,273000.793265813
2515,145869.53525147
2516,157566.549052635
2517,148138.23675072
2518,159152.010025727
2519,213114.895425828
2520,206088.882702898
2521,191452.053947339
2522,212210.314327025
2523,135831.155539027
2524,145028.658731079
2525,148519.671955724
2526,141085.160840396
2527,136119.465546922
2528,150590.560262696
2529,149996.82355726
2530,137831.911581561
2531,251987.708513224
2532,218456.952288187
2533,192588.85839589
2534,245668.987864312
2535,293198.750557396
2536,231648.555775498
2537,240169.746181101
2538,184779.005816602
2539,188253.09950633
2540,168033.477034265
2541,188144.530636938
2542,164178.29292362
2543,125405.600978356
2544,114946.208828983
2545,125004.253322775
2546,127256.329342575
2547,124502.673864669
2548,134547.648676524
2549,131425.643537541
2550,383474.746331906
2551,125254.082290204
2552,114780.161934025
2553,87291.3167202426
2554,103554.066755719
2555,117132.490125394
2556,109104.233456141
2557,110045.0790161
2558,127223.474203914
2559,144987.823472993
2560,158427.136596862
2561,173177.167729991
2562,148830.939742139
2563,157062.018062084
2564,193995.576389973
2565,149146.399065971
2566,166527.525355379
2567,149151.293904303
2568,199666.436179424
2569,215646.166538184
2570,125029.789651516
2571,184677.059976561
2572,182012.70225905
2573,231205.250485464
2574,282785.10718034
2575,126459.644587949
2576,134177.547260157
2577,136919.920361066
2578,86861.7258987095
2579,89414.7769450037
2580,131054.522273848
2581,83839.4300922885
2582,126597.315917835
2583,290311.407188568
2584,143612.17537027
2585,175532.907421867
2586,227407.717885343
2587,195569.487192078
2588,156743.995095437
2589,139663.315639977
2590,219450.792061716
2591,182604.108279374
2592,211854.758778382
2593,260362.6281172
2594,179184.829889689
2595,222645.91122566
2596,293839.504576039
2597,195782.456105538
2598,273885.251869119
2599,338988.335637038
2600,155584.933958048
2601,144307.078008983
2602,92709.6330973798
2603,110794.966381765
2604,106825.445113941
2605,86371.0762629561
2606,144170.028331019
2607,175795.221061984
2608,193231.687856716
2609,151762.59481956
2610,132404.060373946
2611,129664.249527592
2612,147755.36427064
2613,131313.833489996
2614,135584.679515508
2615,143759.456738079
2616,148632.429562678
2617,186634.972903258
2618,163235.91274507
2619,200727.619953757
2620,177728.809567202
2621,175425.955344745
2622,171500.255155924
2623,259414.095897154
2624,256736.90916301
2625,340182.625800972
2626,173249.367338272
2627,224866.849854057
2628,455411.489288451
2629,497069.347098041
2630,361075.536387785
2631,420445.828738765
2632,453705.132154405
2633,327821.921457449
2634,421324.993595088
2635,160719.123329393
2636,189502.124246944
2637,199725.517309048
2638,247695.043651827
2639,200078.291526031
2640,160940.387646614
2641,106007.465263456
2642,167063.959435054
2643,107411.367726245
2644,120372.413780178
2645,111432.281822179
2646,108563.476278242
2647,112114.296331131
2648,144523.766493868
2649,140327.450254419
2650,152116.236371747
2651,134874.357522248
2652,381800.410808306
2653,270522.916213655
2654,260303.004713811
2655,395169.480585708
2656,336900.825267748
2657,359366.543929676
2658,294036.132248557
2659,314157.519569918
2660,328412.749619814
2661,344729.08425676
2662,354578.685471952
2663,294497.478970412
2664,304945.241562299
2665,329006.156838218
2666,315021.347656411
2667,168287.217512784
2668,193339.842148204
2669,170750.581296401
2670,290860.406867826
2671,193339.842148204
2672,178453.890788793
2673,190833.9501913
2674,189844.002347382
2675,175017.549032476
2676,190639.449462768
2677,184984.040394402
2678,263199.564176157
2679,287436.12444782
2680,303036.415321433
2681,450472.459753778
2682,354227.084932332
2683,481764.806941195
2684,319968.383466278
2685,355689.109381373
2686,253602.317140027
2687,317863.458750105
2688,233975.61913974
2689,221316.904858912
2690,382091.922122561
2691,178098.486525331
2692,147919.871879074
2693,180820.166571405
2694,146641.363508068
2695,187395.602997638
2696,184060.680012415
2697,169831.741391466
2698,178957.132417549
2699,163816.172947275
2700,154629.97949563
2701,143362.462706422
2702,106101.695819122
2703,138028.838828755
2704,137982.542792667
2705,127646.812696327
2706,121504.555328649
2707,121767.991307407
2708,142288.301440656
2709,130077.233268474
2710,130519.870027133
2711,285877.550024513
2712,441530.195055919
2713,182235.626020674
2714,171370.158840114
2715,166722.557915148
2716,174006.142714751
2717,166981.074014906
2718,211536.0102221
2719,158975.177835548
2720,180664.495559519
2721,137199.153743753
2722,147876.344827139
2723,141431.858334484
2724,137432.030303105
2725,140997.988435791
2726,139288.530004508
2727,169721.930992259
2728,159343.523098456
2729,136350.610190812
2730,140867.722809189
2731,136387.587017769
2732,125059.260513013
2733,150209.296885327
2734,150885.468713419
2735,140497.164626945
2736,145656.482260826
2737,130371.162139855
2738,135770.979656505
2739,161033.790856828
2740,138154.551289237
2741,140570.722395283
2742,141322.422752288
2743,129785.24594865
2744,160052.709969943
2745,146590.335246167
2746,148566.158423371
2747,147482.230975653
2748,126263.209981551
2749,132925.935094802
2750,135182.427423483
2751,147636.952113757
2752,225852.730225132
2753,142516.357379366
2754,249982.312917742
2755,130786.782748055
2756,111924.84431369
2757,94495.604473728
2758,96364.1481526349
2759,133429.262868977
2760,113636.211397636
2761,143676.162006707
2762,150224.803104427
2763,185975.495718509
2764,159709.343580537
2765,283653.848484622
2766,131341.869788953
2767,95865.0314237574
2768,139817.750980602
2769,133778.659509385
2770,155514.869073335
2771,125969.064835488
2772,135258.617281323
2773,160671.663801754
2774,130236.60900632
2775,111612.808576924
2776,129032.041639205
2777,139963.294318431
2778,117571.683644103
2779,138405.871490445
2780,99559.4678676819
2781,97566.4481978982
2782,98090.6174459181
2783,106762.75097458
2784,117637.863588075
2785,123703.809501714
2786,98692.8573363156
2787,121148.288207679
2788,88594.724339304
2789,151709.295955352
2790,110574.385080651
2791,108458.439269811
2792,76399.0389102312
2793,129885.707855229
2794,110250.825734024
2795,119700.123245308
2796,111023.361082748
2797,171645.905856399
2798,98184.1283254282
2799,109339.940294693
2800,82525.2519318593
2801,111753.4196721
2802,127996.004802759
2803,173319.39748253
2804,159706.388086106
2805,104633.840368037
2806,92557.6194596444
2807,144664.492100406
2808,145257.823442924
2809,138085.33803151
2810,134726.348573502
2811,141516.07749254
2812,146847.704283109
2813,187665.427584975
2814,184055.204717266
2815,122714.558298782
2816,247851.271530744
2817,167670.626806935
2818,125643.234998736
2819,196706.235608664
2820,127275.221482907
2821,112795.358187059
2822,197374.608966618
2823,324534.127906515
2824,161180.490297989
2825,140722.197239828
2826,124358.862224183
2827,132378.247972051
2828,208109.727735474
2829,174268.241658446
2830,214365.135877615
2831,183377.725623853
2832,248413.708064242
2833,288598.028254087
2834,201606.072745636
2835,205895.122491394
2836,187774.815906223
2837,159665.834595964
2838,156815.568404323
2839,170960.037645599
2840,196104.669144935
2841,198783.216757948
2842,210025.651945701
2843,148880.685615353
2844,164226.779786822
2845,138761.094777972
2846,199920.021206499
2847,178320.548906257
2848,215548.00076084
2849,199587.760594247
2850,276339.00750462
2851,223083.889285036
2852,229479.647299303
